job_name,job_company,job_region,job_exp,job_edu,job_salary,job_company_type,job_company_pernum
风险分析师,银盛科技服务集团有限公司,深圳-龙华新区,1-3年,本科,12K-18K,民营,10000人以上
智能网联汽车系统架构师,北京卡达克数据有限公司,天津-西青区,经验不限,博士,15K-25K,国企,100-499人
高级风险政策经理,PPmoney万惠集团,上海-浦东新区,3-5年,本科,25K-40K,上市公司,1000-9999人
手游编辑器开发工程师,广州多益网络股份有限公司,广州,经验不限,学历不限,12K-15K,民营,1000-9999人
讲师,北京尚学堂科技有限公司,北京,3-5年,大专,15K-25K,民营,100-499人
赴日软件工程师,アイピーエス株式会社,成都,经验不限,大专,15K-30K,股份制企业,20-99人
高级PHP开发（高并发）,杭州核新软件技术有限公司,杭州,3-5年,本科,15K-20K,上市公司,1000-9999人
少儿编程讲师,深圳市小黑客教育科技有限公司,深圳-福田区,经验不限,大专,5K-10K,民营,20-99人
嵌入式软件工程师,天津市中环系统工程有限责任公司,天津-河西区,经验不限,本科,8K-10K,国企,100-499人
BI工程师,上海点问信息科技有限公司,上海,1-3年,大专,10K-15K,民营,20-99人
大数据开发,上海汉得信息技术股份有限公司,广州,3-5年,大专,12K-20K,上市公司,10000人以上
数据处理工程师  ,车好多集团,北京,1-3年,本科,7K-12K,民营,1000-9999人
大数据软件工程师,长安通信科技有限责任公司,成都,3-5年,本科,10K-15K,国企,500-999人
软件测试工程师,杭州安恒信息技术股份有限公司,杭州-滨江区,3-5年,本科,8K-16K,民营,1000-9999人
mogondb管理员,银盛科技服务集团有限公司,深圳,3-5年,本科,12K-24K,民营,10000人以上
功能定义开发工程师,北京卡达克数据有限公司,天津-西青区,经验不限,博士,15K-25K,国企,100-499人
软件技术专家,贞远生物科技(上海)有限公司,上海-奉贤区,5-10年,本科,30K-50K,外商独资,20-99人
程序员转软件测试/提供住宿+项目奖金,广州市博睿微科信息技术有限公司,广州,经验不限,大专,6K-8K,民营,20-99人
开发工程师,车好多集团,北京,1-3年,本科,10K-15K,民营,1000-9999人
测试工程师（产品部）,四川商通实业有限公司,成都,3-5年,本科,7K-10K,民营,100-499人
运维工程师,浙江维尔科技有限公司,杭州-滨江区,1-3年,本科,6K-8K,股份制企业,500-999人
IC后端开发工程师/数字IC工程师,深圳微来芯技术有限公司,深圳,1-3年,本科,15K-20K,民营,20-99人
测试工程师,天津云港供应链有限公司,天津-津南区,1-3年,本科,6K-8K,民营,20-99人
运维工程师,天际互通(北京)信息科技有限责任公司,上海,1-3年,本科,4K-7K,国企,20-99人
运维工程师,浪潮集团有限公司,广州,1-3年,大专,6K-8K,国企,10000人以上
服务端开发（Java、,中科星图股份有限公司,北京-海淀区,3-5年,本科,18K-36K,股份制企业,100-499人
数字IC设计工程师 (Serdes方向),联发科技股份有限公司,成都,1-3年,本科,12K-23K,外商独资,500-999人
网络工程师,深圳市华云中盛科技有限公司,杭州-西湖区,3-5年,本科,10K-15K,民营,500-999人
运维工程师,深圳黄金投资有限公司,深圳-福田区,1-3年,大专,10K-15K,民营,100-499人
虚拟化平台运维工程师,中包物联网科技(天津)有限公司,天津,3-5年,本科,4K-6K,民营,20-99人
交付工程师,上海合胜计算机科技股份有限公司,上海-长宁区,1-3年,本科,15K-30K,民营,500-999人
材料力学副研究员,东莞材料基因高等理工研究院,广州,经验不限,博士,20K-33.3K,民营,20-99人
后端工程师 (MJ000447),北京泡泡玛特文化创意股份有限公司,北京-朝阳区,3-5年,学历不限,15K-20K,上市公司,1000-9999人
测试工程师,京东数字科技控股有限公司  ,成都-武侯区,3-5年,本科,15K-25K,外商独资,1000-9999人
爬虫工程师,杭州明玛网络科技有限公司,杭州-拱墅区,无经验,大专,4K-6K,民营,100-499人
高级软件测试工程师,深圳市融会通网络科技有限公司,深圳,5-10年,大专,15K-25K,民营,20-99人
高级技术支持工程师,天津市国瑞数码安全系统股份有限公司,天津,1-3年,本科,7K-9K,股份制企业,100-499人
高级运维工程师,上海合胜计算机科技股份有限公司,上海,1-3年,大专,15K-20K,民营,500-999人
华为-公有云大客户服务经理,北京外企德科人力资源服务上海有限公司,广州-越秀区,经验不限,学历不限,15K-20K,合资,1000-9999人
前端转,北京百知尚行科技有限公司,北京,无经验,大专,7K-12K,股份制企业,100-499人
大数据算法工程师,国研科技集团有限公司,成都,3-5年,本科,10K-20K,国企,500-999人
推荐算法工程师,杭州华坤道威云孟数字科技有限公司,杭州-西湖区,经验不限,学历不限,15K-25K,民营,100-499人
运维工程师,北京羽实箫恩信息技术股份有限公司,深圳,1-3年,本科,8K-16K,股份制企业,20-99人
嵌入式开发工程师,中安汇金(天津)旅游开发有限责任公司,天津,经验不限,本科,8K-10K,民营,100-499人
前端开发工程师-中级,联科集团-联智科技（北京）有限公司,上海,3-5年,本科,15K-25K,外商独资,100-499人
运维工程师,东软集团股份有限公司,广州-天河区,经验不限,本科,薪资面议,合资,10000人以上
高级,新奥集团股份有限公司,北京-朝阳区,5-10年,本科,20K-30K,民营,10000人以上
GPU Power Modeling Engineer,成都海光集成电路设计有限公司,成都,3-5年,本科,25K-35K,合资,100-499人
资深数据仓库工程师,杭州橙鹰数据技术有限公司,杭州-余杭区,3-5年,大专,15K-30K,民营,100-499人
应用维护工程师,深圳黄金投资有限公司,深圳,1-3年,大专,8K-16K,民营,100-499人
大数据研发工程师,天津市国瑞数码安全系统股份有限公司,天津,1-3年,本科,4K-6K,股份制企业,100-499人
跨国游戏公司软件平台后端程序员,上海觐吉企业管理有限公司,上海,3-5年,本科,20K-30K,民营,20-99人
互动娱乐事业部-资深游戏测试工程师-广州,阿里巴巴集团,广州,1-3年,本科,薪资面议,合资,10000人以上
java+,北京百知教育科技有限公司,北京-海淀区,经验不限,大专,8K-16K,股份制企业,500-999人
Windows系统软件工程师,成都海光集成电路设计有限公司,成都,5-10年,本科,20K-35K,合资,100-499人
高级测试开发工程师,浙江博圣生物技术股份有限公司,杭州-西湖区,经验不限,学历不限,10K-15K,民营,500-999人
运维开发工程师,深圳市茁壮网络股份有限公司,深圳,1-3年,本科,10K-20K,民营,500-999人
软件编程（偏行政）,天津市深大立讯电子科技有限公司,天津,经验不限,大专,4K-6K,民营,100-499人
C++高级工程师 [上海],维罗软件技术有限公司,上海-黄浦区,3-5年,本科,20K-30K,民营,100-499人
ETL开发工程师[广州],中科软科技股份有限公司,广州-海珠区,1-3年,本科,7K-14K,股份制企业,1000-9999人
（AI人工智能）开发实习生,北京百知教育科技有限公司,北京-海淀区,经验不限,大专,8K-16K,股份制企业,500-999人
CPU性能模型仿真开发工程师,成都海光集成电路设计有限公司,成都,3-5年,本科,20K-35K,合资,100-499人
运维工程师,本楉链科技(杭州)有限公司,杭州,3-5年,大专,6K-10K,民营,20-99人
高薪诚聘机器人编程老师,深圳市编编乐教育有限公司,深圳,1-3年,大专,6K-8K,民营,20人以下
运维工程师 ,天津通信广播集团有限公司,天津,1-3年,大专,8K-12K,国企,1000-9999人
开发经理,上海行点数字科技有限公司,上海-浦东新区,5-10年,本科,20K-30K,民营,20-99人
FAE工程师（广州）(J10561),北京奕斯伟科技有限公司,广州,1-3年,本科,10K-20K,民营,500-999人
研发工程师(001288),空中网,北京,3-5年,本科,12K-18K,上市公司,1000-9999人
测试工程师（成都）,北京凝思软件股份有限公司,成都,1-3年,本科,4.5K-7K,股份制企业,100-499人
大数据开发工程师,浙江聚有财金融服务外包有限公司,杭州,3-5年,本科,15K-25K,民营,100-499人
DBA工程师,成都天符人瑞教育有限公司5,深圳-南山区,3-5年,本科,30K-50K,民营,20-99人
研发工程师/JAVA开发,天津火星科技有限公司,天津,1-3年,本科,6K-12K,民营,100-499人
量化交易C++/C软件工程师,上海铭杉投资管理有限公司,上海,1-3年,本科,8K-10K,民营,20-99人
自动化测试（big data or Java）,艾利安人才服务（上海）有限公司,广州-天河区,3-5年,本科,15K-30K,外商独资,100-499人
开发工程师（IDC1xhy）,北京东方国信科技股份有限公司,北京,3-5年,本科,15K-25K,上市公司,1000-9999人
数据挖掘工程师,咪咕文化科技有限公司,成都-高新区,3-5年,本科,10K-20K,国企,1000-9999人
运维工程师,浙江销巴科技有限公司,杭州,3-5年,大专,8K-15K,民营,100-499人
前端开发工程师,深圳市小村机器人智能科技有限公司,深圳-龙岗区,3-5年,本科,10K-15K,上市公司,20-99人
汽车主动安全开发及测试工程师,中国汽车技术研究中心有限公司,天津,经验不限,硕士,薪资面议,国企,1000-9999人
linux 运维工程师,上海志承软件有限公司,上海,1-3年,大专,6K-12K,民营,20-99人
IT服务工程师,恒大集团有限公司,广州,3-5年,本科,15K-25K,上市公司,10000人以上
高级开发工程师,北京步鼎方舟科技有限公司,北京,5-10年,本科,20K-30K,民营,20-99人
运维工程师,长安通信科技有限责任公司,成都,3-5年,本科,8K-10K,国企,500-999人
云平台交付技术管理（TM）,深圳市华云中盛科技有限公司,杭州-西湖区,5-10年,本科,15K-20K,民营,500-999人
C++服务器开发工程师,深圳市茁壮网络股份有限公司,深圳,1-3年,本科,15K-25K,民营,500-999人
GUI软件开发工程师-生物医学光子20190307,清华大学天津电子信息研究院,天津,1-3年,本科,8K-15K,事业单位,100-499人
后台开发工程师-中级,联科集团-联智科技（北京）有限公司,上海,3-5年,本科,15K-30K,外商独资,100-499人
系统运维工程师,广州亚美信息科技有限公司,广州,3-5年,本科,13K-20K,民营,100-499人
开发工程师,北京神州飞腾信息科技有限公司,北京-大兴区,3-5年,本科,15K-20K,民营,100-499人
后期特效师,四川中翔通航科技有限公司,成都,经验不限,学历不限,4K-6K,民营,20-99人
技术经理,圆通速递有限公司,杭州-余杭区,5-10年,本科,15K-30K,上市公司,10000人以上
网络运维经理,深圳臻云技术股份有限公司,深圳-南山区,5-10年,本科,15K-20K,股份制企业,20-99人
数据分析运营经理,未来电视有限公司,天津,1-3年,本科,5K-8K,合资,100-499人
大数据资深开发工程师,上海盟鼎网络科技有限公司,上海,3-5年,本科,10K-15K,民营,20-99人
安全运维工程师,大圣科技股份有限公司,广州,3-5年,本科,10K-20K,合资,100-499人
高级工程师,北京首都在线科技股份有限公司,北京,3-5年,本科,15K-30K,股份制企业,100-499人
云游戏工程师,成都龙渊网络科技有限公司,成都-高新区,3-5年,本科,20K-40K,民营,100-499人
驻场运维工程师,杭州数美科技有限公司,杭州-西湖区,1-3年,大专,8K-12K,民营,100-499人
后端开发工程师,深圳市宇芯数码技术有限公司,深圳-宝安区,1-3年,本科,8K-10K,民营,20-99人
bsp工程师,北京奥特贝睿科技有限公司,天津,3-5年,本科,10K-15K,股份制企业,100-499人
网络工程师,南方银谷科技有限公司上海分公司,上海,3-5年,大专,10K-16K,民营,100-499人
人工智能算法工程师（医学图像方向）,碧桂园控股,广州-天河区,3-5年,硕士,薪资面议,上市公司,10000人以上
高级,北京云族佳科技有限公司,北京-大兴区,3-5年,本科,30K-50K,民营,100-499人
系统工程师（System Engineer）,成都海光集成电路设计有限公司,成都,3-5年,本科,20K-35K,合资,100-499人
测试工程师,上海允弈信息科技有限公司,杭州-下城区,3-5年,本科,10K-15K,民营,20-99人
音频处理工程师,深圳志晟天成科技有限公司,深圳,1-3年,本科,20K-30K,民营,20人以下
前端工程师,吉林北斗星露营酒店投资管理有限公司,天津-滨海新区,3-5年,本科,6K-8K,国企,20-99人
React前端开发工程师 (物联网方向),上海九物科技有限公司,上海,3-5年,本科,20K-30K,民营,20-99人
数据分析岗,京东物流华南区域分公司,广州-黄埔区,3-5年,大专,6K-8K,外商独资,1000-9999人
工程师,数据堂(北京)科技股份有限公司,北京,1-3年,本科,10K-15K,股份制企业,100-499人
文轩云图-软件测试工程师,新华文轩出版传媒股份有限公司,成都-武侯区,3-5年,本科,5K-8.5K,上市公司,1000-9999人
测试工程师,湖州盘石投资有限公司,杭州,3-5年,本科,6K-12K,民营,20-99人
中级web前端开发工程师,深圳市协卓软件有限公司,深圳-南山区,3-5年,大专,10K-15K,民营,100-499人
java爬虫开发工程师,天津开发区先特网络系统有限公司,天津,3-5年,本科,6K-10K,民营,100-499人
BI工程师,上海拍拍贷金融信息服务有限公司,上海,3-5年,本科,15K-25K,上市公司,1000-9999人
开发主管/资深Java开发工程师（汽车开发）,广州太平洋电脑信息咨询有限公司,广州,3-5年,本科,15K-25K,上市公司,1000-9999人
后台工程师,乐荐信息科技（北京）有限公司,北京-朝阳区,3-5年,本科,15K-30K,民营,100-499人
前段开发实习岗位,四川智汇蓝图科技有限责任公司,成都,经验不限,大专,4K-6K,民营,20-99人
java开发工程师中级,杭州太保智学科技有限公司,杭州,3-5年,本科,8K-15K,民营,20-99人
渗透测试工程师,深圳开源互联网安全技术有限公司,深圳-龙华新区,1-3年,大专,8K-10K,民营,100-499人
车辆运动决策算法工程师,深圳市布谷鸟科技有限公司,天津-东丽区,1-3年,硕士,15K-30K,民营,100-499人
后台开发工程师-高级,联科集团-联智科技（北京）有限公司,上海,5-10年,本科,30K-50K,外商独资,100-499人
Moba游戏服务器开发工程师,广州市立伟电子有限公司,广州,1-3年,大专,10K-18K,民营,500-999人
运维开发工程师（2年以上,北京金色华勤数据服务有限公司,北京-海淀区,5-10年,本科,25K-35K,民营,100-499人
软件测试工程师（五险一金）,中软国际科技服务有限公司深圳分公司,成都,1-3年,本科,薪资面议,上市公司,10000人以上
SaaS应用支持,深圳市华云中盛科技有限公司,杭州,3-5年,本科,15K-20K,民营,500-999人
linux运维工程师,深圳市艺九手游科技有限公司,深圳,1-3年,大专,12K-18K,民营,20-99人
公务员转云计算大数据工程师,北京卡卓文化传播有限公司,天津-津南区,经验不限,大专,8K-10K,民营,20-99人
手机软件测试工程师,上海斐德通信科技有限公司,上海,1-3年,大专,7K-14K,外商独资,100-499人
软件测试,大连斯锐信息技术有限公司,广州-越秀区,3-5年,本科,10K-15K,股份制企业,1000-9999人
后台开发工程师,北京智通博瑞科技发展有限公司,北京,3-5年,本科,18K-25K,股份制企业,20-99人
中级测试工程师,讯美科技股份有限公司,成都,3-5年,本科,6K-10K,民营,100-499人
项目经理(SIM)（杭州）企业合作事业部,观澜网络(杭州)有限公司－丁香园,杭州-滨江区,3-5年,本科,15K-25K,外商独资,1000-9999人
基础运维,北京中亿华云科技有限公司,深圳-福田区,1-3年,本科,6K-8K,上市公司,500-999人
软件工程师-协同智能仿真与测试 20190311,清华大学天津电子信息研究院,天津,1-3年,本科,8K-15K,事业单位,100-499人
高级运维工程师,上海聚音信息科技有限公司,上海,5-10年,大专,15K-20K,股份制企业,100-499人
软件测试,大连斯锐信息技术有限公司,广州-天河区,3-5年,本科,10K-15K,股份制企业,1000-9999人
后端开发工程师,北京英视睿达科技有限公司,北京,1-3年,本科,8K-16K,民营,100-499人
系统测试工程师,民航成都电子技术有限责任公司,成都,经验不限,本科,7K-13K,国企,500-999人
科研专职（中级）,杭州沃瑞电力科技有限公司,杭州-西湖区,经验不限,硕士,6K-10K,民营,20-99人
机器人动力学和运动学仿真工程师,敬科（深圳）机器人科技有限公司,深圳,3-5年,本科,8K-15K,民营,20-99人
算法工程师,天津市国瑞数码安全系统股份有限公司,天津-西青区,1-3年,本科,6K-12K,股份制企业,100-499人
软件开发工程师,上海亿威航空电子有限公司,上海-浦东新区,1-3年,大专,6K-8K,股份制企业,20-99人
公有云大客户服务经理——派驻华为,北京外企德科人力资源服务上海有限公司,广州,1-3年,大专,15K-20K,合资,1000-9999人
运维开发工程师,北京金信润天信息技术股份有限公司,北京,5-10年,本科,8K-15K,股份制企业,100-499人
高级前端开发工程师,国信优易数据有限公司,成都-高新区,5-10年,本科,10K-18K,股份制企业,1000-9999人
web开发工程师,杭州美齐科技有限公司,杭州-西湖区,1-3年,本科,8K-15K,民营,20-99人
高级测试工程师,深圳市无极云区块链互联网技术开发有限公司,深圳,3-5年,本科,15K-25K,民营,100-499人
后端开发工程师-java,航天神舟科技发展有限公司空间技术成果转化分公司,天津-滨海新区,1-3年,本科,8K-10K,国企,不限
后台软件工程师,上海电允能源科技有限公司,上海,1-3年,本科,10K-15K,民营,20人以下
配置管理工程师,深圳市法本信息技术股份有限公司,广州-天河区,3-5年,大专,8K-10K,上市公司,1000-9999人
工程师（vmware平台方向）,北京首都在线科技股份有限公司,北京,3-5年,本科,15K-30K,股份制企业,100-499人
Java研发工程师（中级、高级）,北京天盛京享科技有限公司,成都,3-5年,本科,20K-40K,民营,20-99人
数据分析师,佰聆数据股份有限公司,杭州,3-5年,本科,10K-20K,股份制企业,100-499人
测试工程师,深圳万普瑞邦技术有限公司,深圳-南山区,3-5年,大专,8K-16K,民营,100-499人
软件开发工程师,沃德传动(天津)股份有限公司,天津-北辰区,3-5年,本科,8K-16K,上市公司,100-499人
系统支持,中科国智科技服务(上海)有限公司,上海,1-3年,本科,6K-8K,国企,20人以下
公有云大客户服务经理—华为,北京外企德科人力资源服务上海有限公司,广州,1-3年,大专,15K-20K,合资,1000-9999人
高级讲师,北京华清远见科技发展有限公司,北京,1-3年,大专,10K-15K,民营,500-999人
测试工程师（成都）,北京网思科平科技有限公司,成都-高新西区,1-3年,本科,9K-16K,民营,100-499人
 大数据开发工程师_亚信云信息 ,亚信科技(中国)有限公司,杭州,1-3年,本科,8K-15K,民营,10000人以上
软件测试工程师(中高级),深圳万顺叫车云信息技术有限公司,深圳,1-3年,大专,10K-20K,民营,100-499人
云平台技术工程师,秦皇岛尼特智能科技有限公司,天津-滨海新区,3-5年,本科,5K-10K,民营,100-499人
风险模型主管/经理(022272),唯品会(中国)有限公司,上海,3-5年,本科,20K-30K,上市公司,1000-9999人
配置管理员,深圳市法本信息技术股份有限公司,广州-天河区,1-3年,大专,8K-10K,上市公司,1000-9999人
研发工程师（中国电信电渠部）,南京优玛软件科技有限公司北京鸿信科创分公司,北京-石景山区,3-5年,本科,10K-15K,民营,100-499人
前端开发工程师（中级、高级）,北京天盛京享科技有限公司,成都,3-5年,本科,20K-40K,民营,20-99人
中国移动正式员工-Java开发工程师 ,浙江省对外服务公司,杭州,3-5年,本科,20K-37.5K,国企,100-499人
DevOps工程师,集思软件开发(深圳)有限公司,深圳,1-3年,本科,8K-10K,港澳台公司,20-99人
高级算法工程师,天津星云时代科技有限公司,天津,3-5年,本科,15K-20K,民营,100-499人
web高级开发工程师,上海真固生物科技有限公司,上海-奉贤区,5-10年,本科,30K-50K,外商独资,20-99人
JAVA+AI软件工程师实习生,北京百知教育科技有限公司,广州,经验不限,大专,8K-16K,股份制企业,500-999人
Perl/,中盈优创资讯科技有限公司,北京-海淀区,3-5年,本科,8K-15K,国企,500-999人
前端开发工程师,江苏博智软件科技股份有限公司,成都,3-5年,学历不限,8K-15K,股份制企业,100-499人
图像算法工程师,深圳升职岛科技有限公司,杭州-余杭区,1-3年,本科,10K-20K,民营,100-499人
高级大数据分析师,广发银行股份有限公司深圳分行,深圳-福田区,3-5年,本科,薪资面议,股份制企业,1000-9999人
java研发工程师,浙江大学滨海产业技术研究院,天津-滨海新区,1-3年,本科,8K-15K,事业单位,20-99人
运维工程师,上海羿海信息科技有限公司,上海,3-5年,本科,15K-20K,民营,20人以下
运行管理岗,东软集团股份有限公司,广州-天河区,1-3年,大专,薪资面议,合资,10000人以上
WEB服务架构师,北京中创信测科技股份有限公司,北京-海淀区,5-10年,本科,30K-50K,民营,100-499人
测试工程师（成都）-ESPC(J11699),绿盟科技,成都,1-3年,本科,10K-15K,股份制企业,1000-9999人
网络信息安全工程师程师  五险一金190226,上海游瞿信息科技有限公司,杭州,经验不限,学历不限,6K-8K,其它,100-499人
中高级测试工程师,深圳市博奥特科技有限公司,深圳-福田区,5-10年,大专,13K-18K,民营,100-499人
测试工程师-天津,西安速应网络科技有限公司,天津,无经验,本科,6K-10K,民营,100-499人
高级算法工程师,上海北溟数据科技有限公司,上海,3-5年,本科,20K-30K,合资,100-499人
Java高级开发工程师,广州凡科互联网科技股份有限公司,广州-海珠区,3-5年,大专,16K-22K,上市公司,100-499人
高级开发工程师,数据堂(北京)科技股份有限公司,北京-海淀区,3-5年,本科,15K-25K,股份制企业,100-499人
测试工程师,北京恒泰实达科技股份有限公司,成都-高新区,3-5年,本科,9K-15K,上市公司,1000-9999人
运维工程师,浙江聚有财金融服务外包有限公司,杭州,经验不限,大专,10K-18K,民营,100-499人
控制算法工程师,深圳科卫机器人服务有限公司,深圳,3-5年,硕士,15K-20K,民营,100-499人
大数据研发工程师,天津通卡智能网络科技股份有限公司,天津,3-5年,本科,8K-15K,股份制企业,100-499人
数据库开发,深圳兴融联科技股份有限公司,上海,3-5年,本科,10K-15K,民营,100-499人
测试开发工程师,京信通信系统(中国)有限公司,广州,1-3年,本科,6K-12K,外商独资,1000-9999人
高级开发工程师,中盈优创资讯科技有限公司,北京-海淀区,1-3年,本科,10K-15K,国企,500-999人
ui平面设计师,深圳市睿服科技有限公司,成都,3-5年,大专,10K-15K,股份制企业,500-999人
测试工程师,杭州衡泰软件有限公司,杭州-西湖区,1-3年,本科,8K-11K,外商独资,500-999人
数据开发工程师,深圳易加油信息科技有限公司,深圳,3-5年,本科,15K-30K,民营,20-99人
数据分析师,北京知达客信息技术有限公司,天津-东丽区,3-5年,本科,10K-15K,民营,100-499人
Java开发工程师,上海博坤信息技术有限公司,上海,3-5年,学历不限,10K-15K,国企,20-99人
协议分析师,北京浩瀚深度信息技术股份有限公司,广州-天河区,1-3年,本科,8K-12K,股份制企业,500-999人
高级爬虫工程师（java/,网智天元科技集团股份有限公司,北京-西城区,5-10年,本科,15K-30K,民营,100-499人
应用测试工程师,成都海光集成电路设计有限公司,成都,3-5年,本科,15K-20K,合资,100-499人
量化系统架构师,维望(杭州)数据科技有限公司,杭州,1-3年,本科,8K-10K,民营,20-99人
嵌入式软件工程师,深圳市安车检测股份有限公司,深圳,3-5年,本科,9K-18K,上市公司,500-999人
测试工程师,天津市集思创游科技有限公司,天津,1-3年,大专,8K-15K,民营,100-499人
后端开发工程师,上海景芃信息科技有限公司,上海,1-3年,本科,8K-13K,股份制企业,20-99人
数据分析师\专员,天创时尚股份有限公司,广州,经验不限,本科,8K-15K,合资,1000-9999人
开发,北京智扬通达科技有限公司,北京,1-3年,本科,10K-15K,民营,100-499人
架构师 (MJ000205),有利网,成都-武侯区,1年以下,本科,10K-17K,其它,1000-9999人
C/C++研发工程师,杭州品铂科技有限公司,杭州,1-3年,本科,10K-20K,民营,20-99人
大数据开发工程师——运维方向,中兴通讯股份有限公司,深圳-南山区,1-3年,本科,薪资面议,股份制企业,10000人以上
视觉算法工程师,嘉兴驭光光电科技有限公司,天津-滨海新区,3-5年,本科,20K-30K,民营,20-99人
etl开发工程师,成都泉源堂大药房连锁股份有限公司,上海,3-5年,大专,10K-15K,上市公司,1000-9999人
前端高级开发工程师,广州多融信息科技有限公司,广州,5-10年,学历不限,15K-20K,民营,20-99人
工程师（视觉产品创新中心）,上海迈外迪网络科技有限公司北京分公司,北京-朝阳区,1-3年,本科,10K-18K,民营,100-499人
高级测试工程师,成都智博伟创网络科技有限公司,成都,3-5年,大专,10K-15K,民营,20-99人
算法工程师,杭州中软安人网络通信股份有限公司,杭州-西湖区,经验不限,硕士,10K-20K,股份制企业,100-499人
资深软件测试工程师,深圳先锋居善科技有限公司,深圳,3-5年,本科,15K-25K,民营,1000-9999人
测试工程师,天津市安卓公共设施服务有限公司,天津,3-5年,大专,10K-15K,民营,100-499人
大数据开发工程师,上海合胜计算机科技股份有限公司,上海-长宁区,3-5年,本科,15K-30K,民营,500-999人
自动化测试工程师,广州天源信息科技股份有限公司,广州,1-3年,本科,8K-15K,民营,100-499人
采集工程师,网智天元科技集团股份有限公司,北京,5-10年,大专,10K-20K,民营,100-499人
数据科学家,长安通信科技有限责任公司,成都,3-5年,本科,20K-30K,国企,500-999人
测试工程师（物联网方向）,绿漫科技有限公司,杭州,5-10年,本科,14K-22K,民营,100-499人
风险政策分析师,深圳市随手科技有限公司,深圳-南山区,1-3年,本科,10K-20K,民营,500-999人
算法工程师（机器学习方向）,天津微视博特科技有限公司,天津,1-3年,硕士,15K-20K,民营,20-99人
研究员（政府治理）,国评院,上海,经验不限,硕士,8K-10K,其它,20-99人
系统高可用和性能调优专家,广东美的制冷设备有限公司,广州-番禺区,5-10年,本科,薪资面议,民营,10000人以上
高级,国研科技集团有限公司,北京,3-5年,硕士,22K-27K,国企,500-999人
前端开发实习生,成都龙渊网络科技有限公司,成都-高新区,无经验,本科,4K-6K,民营,100-499人
大数据研发工程师,杭州中软安人网络通信股份有限公司,杭州-西湖区,1-3年,本科,10K-20K,股份制企业,100-499人
技术总监,中大电子商务(深圳)有限公司,深圳,5-10年,大专,20K-30K,民营,20-99人
研发电子工程师 启发科技20190104,清华大学天津电子信息研究院,天津,1-3年,硕士,8K-12K,事业单位,100-499人
后端开发工程师,上海大羊数据技术有限公司,上海-闵行区,3-5年,本科,17K-23K,民营,500-999人
软件测试工程师,广州太平洋电脑信息咨询有限公司,广州,1-3年,学历不限,8K-10K,上市公司,1000-9999人
讲师/技术经理,易第优(北京)科技股份有限公司,北京,3-5年,本科,15K-30K,民营,100-499人
图像处理开发工程师,成都金盘电子科大多媒体技术有限公司,成都-高新西区,经验不限,学历不限,10K-15K,民营,100-499人
Linux c/c++ 开发工程师,二六三网络通信股份有限公司,杭州-西湖区,3-5年,本科,10K-20K,上市公司,1000-9999人
CMDB管理,北京中亿华云科技有限公司,深圳-福田区,5-10年,本科,15K-20K,上市公司,500-999人
数据算法分析师,天津通卡智能网络科技股份有限公司,天津,1-3年,本科,5K-10K,股份制企业,100-499人
数据开发经理/大数据架构师,阿基米德(上海)传媒有限公司,上海,3-5年,硕士,30K-50K,国企,20-99人
材料力学研究员,东莞材料基因高等理工研究院,广州,经验不限,博士,30K-60K,民营,20-99人
 web 开发工程师,乐荐信息科技（北京）有限公司,北京,1-3年,本科,12K-15K,民营,100-499人
文轩云图-软件测试实习生,新华文轩出版传媒股份有限公司,成都-武侯区,无经验,本科,1K-1.1K,上市公司,1000-9999人
搜索引擎工程师,杭州又拍云科技有限公司,杭州,经验不限,大专,10K-15K,民营,100-499人
数据仓库开发工程师,中兴通讯股份有限公司,深圳-南山区,1-3年,本科,薪资面议,股份制企业,10000人以上
软件工程师,天津智捷利通科技发展有限公司,天津,3-5年,本科,8K-10K,民营,20人以下
测试主管,上海旗计智能科技有限公司,上海,5-10年,本科,15K-25K,上市公司,1000-9999人
运维工程师（游戏项目）,广州金品网络科技有限公司,广州,3-5年,大专,8K-15K,民营,20-99人
开发工程师,图玛深维医疗科技(北京)有限公司,北京,3-5年,本科,10K-20K,民营,100-499人
渗透测试工程师,中电长城网际系统应用有限公司,成都-高新区,1-3年,本科,7K-12K,国企,100-499人
前端工程师,青岛乾程控股集团有限公司,杭州-西湖区,1-3年,本科,6K-10K,民营,1000-9999人
（大数据）项目技术专员,上海慕悉玛商务咨询有限公司,深圳,经验不限,本科,7K-10K,外商独资,20人以下
嵌入式LINUX工程师,天津华来科技有限公司,天津-南开区,1-3年,本科,6K-8K,民营,100-499人
系统运维工程师,中智上海经济技术合作有限公司,上海-徐汇区,1-3年,大专,8K-10K,国企,1000-9999人
软件测试工程师,深圳龙得水信息技术有限公司,广州-天河区,1-3年,大专,10K-15K,民营,100-499人
2019年本科应届/北京生源可签三方/,大唐融合通信股份有限公司,北京-东城区,无经验,本科,4K-6K,国企,100-499人
linux软件工程师,四川赛狄信息技术股份公司,成都,1-3年,大专,6K-8K,民营,100-499人
AI人工智能算法工程师助理(可实习）,杭州拳游网络科技有限公司,杭州-上城区,无经验,大专,4K-6K,民营,100-499人
自然语言处理nlp工程师,深圳第一路演网络科技股份有限公司,深圳,10年以上,硕士,35K-50K,民营,20-99人
高级软件测试工程师,西安速应网络科技有限公司,天津-南开区,3-5年,大专,8K-12K,民营,100-499人
量化交易助理研究员,上海致同投资管理有限公司,上海,1-3年,硕士,30K-50K,民营,20-99人
