job_name,job_company,job_region,job_exp,job_edu,job_salary,job_company_type,job_company_pernum
IT Senior Administrator- Linux（工作地点为天津）(J21490),捷信消费金融有限公司,石家庄,5-10年,本科,10K-15K,外商独资,10000人以上
高级虚拟化运维工程师,青岛民航凯亚系统集成有限公司,青岛,5-10年,本科,10K-15K,国企,100-499人
数据分析,同程网络科技股份有限公司,苏州-工业园区,3-5年,本科,16K-24K,民营,10000人以上
反欺诈策略分析师,马上消费金融股份有限公司,重庆,1-3年,本科,10K-15K,股份制企业,1000-9999人
高级研发工程师（深度学习）,长春博立电子科技有限公司,长春,1-3年,硕士,10K-18K,民营,100-499人
日本向け,格莱特(大连)信息技术有限公司,大连,3-5年,大专,10K-15K,外商独资,20人以下
数据建模高级工程师,福建新大陆软件工程有限公司,福州,5-10年,本科,12K-20K,民营,1000-9999人
大数据工程师 华为（外包）,北京外企德科人力资源服务上海有限公司,石家庄,3-5年,大专,10K-15K,合资,1000-9999人
数据分析专员,海尔创吧-招聘项目组,青岛,经验不限,本科,薪资面议,上市公司,10000人以上
.net开发工程师（吴江区）,纬创软件 (武汉),苏州-吴江区,1-3年,大专,10K-15K,港澳台公司,1000-9999人
运维工程师,重庆康洲大数据有限公司,重庆,3-5年,本科,7K-14K,民营,20-99人
人工智能讲师,合肥科大讯飞教育发展有限公司,长春-二道区,3-5年,本科,8K-15K,民营,100-499人
（AI人工智能方向）开发实习生,中青才智教育投资(北京)有限公司,大连,经验不限,大专,8K-16K,国企,500-999人
系统运维中级工程师,福建新大陆软件工程有限公司,福州,3-5年,大专,8K-16K,民营,1000-9999人
IT Big Data Senior Analyst（工作地点为天津）(J21497),捷信消费金融有限公司,石家庄,经验不限,本科,15K-20K,外商独资,10000人以上
大数据开发工程师,青岛海信网络科技股份有限公司,青岛,3-5年,本科,薪资面议,国企,500-999人
测试工程师(苏州),中软国际科技服务有限公司深圳分公司,苏州-工业园区,1年以下,本科,薪资面议,上市公司,10000人以上
产品运营产品开发实习生,北京欣如信科技有限公司,重庆,经验不限,大专,6K-8K,股份制企业,500-999人
赴日软件工程师,阳光软件株式会社,长春,经验不限,大专,20K-40K,其它,20-99人
助理（爬虫）+3800起薪,北京欣如信科技有限公司,大连,经验不限,大专,4K-6K,股份制企业,500-999人
高级数据库工程师,福建网龙计算机网络信息技术有限公司,福州-鼓楼区,5-10年,本科,薪资面议,上市公司,1000-9999人
IT Test Automation  Engineer（工作地点为天津）(J21499),捷信消费金融有限公司,石家庄,5-10年,本科,10K-15K,外商独资,10000人以上
自动化测试工程师,青岛聚好联科技有限公司,青岛,1-3年,本科,薪资面议,国企,100-499人
全栈工程师（.net）,纬创软件 (武汉),苏州-吴江区,3-5年,大专,10K-15K,港澳台公司,1000-9999人
网络在线销售软件工程师,北京欣如信科技有限公司,重庆,经验不限,学历不限,6K-8K,股份制企业,500-999人
大数据开发工程师/数据分析师+五险一金双休,吉林省智慧互联信息科技有限公司,长春,经验不限,学历不限,8K-10K,民营,20-99人
对日java开发工程师,东软集团股份有限公司,大连,1-3年,本科,薪资面议,合资,10000人以上
安全审核工程师,福建网龙计算机网络信息技术有限公司,福州-鼓楼区,无经验,本科,薪资面议,上市公司,1000-9999人
JAVA+AI软件工程师实习生,北京百知教育科技有限公司,石家庄,经验不限,大专,8K-16K,股份制企业,500-999人
研发测试工程师,青岛聚好联科技有限公司,青岛,经验不限,本科,薪资面议,国企,100-499人
少儿编程老师,苏州红尾鸟信息科技有限公司,苏州,1-3年,大专,5K-10K,民营,20人以下
腾讯云大数据工开发相关专业可实习,北京欣如信科技有限公司,重庆,经验不限,学历不限,6K-8K,股份制企业,500-999人
php高级软件开发工程师,长春科优艾弗质量管理有限公司,长春,1-3年,学历不限,3K-6K,民营,20-99人
大数据/,大连东软睿创科技发展有限公司,大连-高新园区,经验不限,大专,2K-4K,股份制企业,1000-9999人
软件开发工程师（大数据）,福建网龙计算机网络信息技术有限公司,福州-鼓楼区,3-5年,本科,薪资面议,上市公司,1000-9999人
前端工程师,百度河北地区营销服务中心,石家庄,1-3年,大专,4K-6K,民营,1000-9999人
运维工程师,青岛聚好联科技有限公司,青岛,1-3年,本科,薪资面议,国企,100-499人
LXYN -06中级测试工程师,朗新科技股份有限公司,苏州-工业园区,3-5年,本科,5K-8K,合资,1000-9999人
数据专员,贝壳找房-重庆-,重庆,1-3年,本科,4K-6K,民营,1000-9999人
人工智能工程师,长春市智慧城市科技有限公司,长春,3-5年,硕士,20K-25K,国企,20-99人
开发实习生,大连东软睿创科技发展有限公司,大连,经验不限,大专,1K-2K,股份制企业,1000-9999人
算法高级工程师,福建新大陆软件工程有限公司,福州,5-10年,本科,13K-25K,民营,1000-9999人
少儿计算机老师 六险一金 双休高薪,石家庄童程童美培训学校有限公司,石家庄,1-3年,本科,6K-8K,上市公司,10000人以上
行业研究员,海尔文化产业生态圈,青岛,1-3年,本科,薪资面议,上市公司,500-999人
Industry 4.0 Data Scientist_CC,博世汽车部件（苏州）有限公司,苏州,1-3年,本科,薪资面议,外商独资,100-499人
Java开发工程师(重庆) ,东华软件股份公司,重庆-渝北区,3-5年,本科,薪资面议,上市公司,1000-9999人
"对日软件开发(Java,PHP,.NET）",吉林省云思智享工程技术有限公司,长春,经验不限,大专,3K-4.9K,民营,100-499人
大数据,大连东软睿创科技发展有限公司,大连,经验不限,大专,2K-4K,股份制企业,1000-9999人
算法中级工程师,福建新大陆软件工程有限公司,福州,3-5年,本科,10K-18K,民营,1000-9999人
少儿校长 年薪20万+ 上市集团,石家庄达内童程科技有限公司,石家庄,3-5年,本科,10K-15K,上市公司,10000人以上
大数据分析-云后台开发工程师,青岛聚好联科技有限公司,青岛,1-3年,本科,薪资面议,国企,100-499人
AI架构师(J10551),中移(苏州)软件技术有限公司,苏州-高新区,3-5年,硕士,薪资面议,国企,10000人以上
研究院引擎测试工程师,云从科技,重庆-渝北区,3-5年,本科,10K-20K,民营,1000-9999人
大数据开发,吉林省盛世吉软教育科技有限公司,长春,3-5年,本科,6K-8K,民营,20-99人
急聘,大连东软软件人才培训中心,大连,经验不限,大专,4K-6K,股份制企业,1000-9999人
区块链应用开发工程师,福州数据技术研究院有限公司,福州,经验不限,硕士,15K-30K,国企,100-499人
Linux运维讲师,石家庄市桥西区清美数字媒体职业培训学校,石家庄-桥西区,3-5年,大专,15K-20K,民营,100-499人
测试工程师,海尔家电产业集团,青岛,3-5年,本科,薪资面议,国企,10000人以上
芯片验证工程师,华为技术有限公司,苏州-工业园区,经验不限,本科,薪资面议,民营,10000人以上
人工智能工程师,中国再生资源开发有限公司,重庆,5-10年,本科,6K-12K,国企,1000-9999人
java成手程序员,吉林省恩惠科技有限公司,长春,1-3年,大专,4K-6K,民营,20-99人
初级,大连东软睿创科技发展有限公司,大连,经验不限,大专,3K-5K,股份制企业,1000-9999人
对日软件工程师,株式会社ProfaceSystem,福州,1-3年,大专,15K-20K,外商独资,20-99人
测试工程师,上海集钢电子商务有限公司,石家庄,经验不限,大专,5.5K-8K,民营,100-499人
交通大数据博士,青岛海信网络科技股份有限公司,青岛-崂山区,经验不限,博士,薪资面议,国企,500-999人
软件工程师,苏州奥素液芯电子科技有限公司,苏州,1-3年,本科,8K-15K,外商独资,不限
weblogic(中间件）,长安汽车金融有限公司,重庆-江北区,5-10年,本科,薪资面议,国企,500-999人
少儿编程教师,吉林省博元科技发展有限公司,长春,经验不限,大专,6K-8K,民营,20人以下
急聘,大连域维信息技术有限公司,大连,1年以下,大专,4K-6K,民营,100-499人
证券分析师助理,福州咸鱼科技有限公司,福州,经验不限,本科,8K-10K,民营,20-99人
web前端 小程序开发工程师,石家庄荣胜教育科技有限公司,石家庄,3-5年,大专,8K-10K,民营,20-99人
交通大数据架构师,青岛海信网络科技股份有限公司,青岛-崂山区,5-10年,本科,薪资面议,国企,500-999人
测试工程师,苏州瀚川智能科技有限公司,苏州-工业园区,经验不限,学历不限,8K-16K,民营,500-999人
大数据工程师 华为（外包）,北京外企德科人力资源服务上海有限公司,重庆,3-5年,大专,10K-15K,合资,1000-9999人
建模及算法高级工程师,宁波多维吉汽车科技有限公司,长春-南关区,3-5年,本科,8K-15K,民营,20-99人
初级,大连凤凰树网络科技有限公司,大连,经验不限,大专,2K-4K,合资,20-99人
业务分析实习生（大数据）,福州咸鱼科技有限公司,福州,经验不限,本科,2K-4K,民营,20-99人
少儿机器人编程助教 六险一金 双休高薪,石家庄童程童美培训学校有限公司,石家庄,经验不限,本科,4K-6K,上市公司,10000人以上
贝壳找房青岛站诚聘数据分析专员/主管Z,贝壳找房（青岛）	,青岛-市北区（新行政区）,1-3年,本科,4K-6K,民营,1000-9999人
运维工程师,大连斯锐信息技术有限公司,苏州-高新区,3-5年,大专,8K-10K,股份制企业,1000-9999人
JAVA+AI软件工程师实习生,北京百知教育科技有限公司,重庆,经验不限,大专,8K-16K,股份制企业,500-999人
JAVA软件工程师人工智能开发实习生,吉林省盛世吉软教育科技有限公司,长春,经验不限,大专,4K-6K,民营,20-99人
开发,北京宜通华瑞科技有限公司,大连,3-5年,本科,7K-10K,上市公司,1000-9999人
大数据实施工程师[福州],天目数据(福建)科技有限公司,福州,1-3年,本科,8K-13K,股份制企业,100-499人
大数据讲师,石家庄市桥西区清美数字媒体职业培训学校,石家庄-桥西区,1-3年,大专,15K-20K,民营,100-499人
高级算法博士,青岛海信网络科技股份有限公司,青岛-崂山区,经验不限,博士,薪资面议,国企,500-999人
数据库工程师,方正国际软件有限公司,苏州-工业园区,3-5年,本科,薪资面议,上市公司,1000-9999人
白盒测试工程师,成都凡云科技有限公司,重庆,1-3年,大专,4.5K-7.5K,民营,20-99人
自动化测试工程师,吉林省盛世吉软教育科技有限公司,长春,经验不限,大专,2K-4K,民营,20-99人
视觉识别开发工程师,中科睿海(大连)智能技术研究院有限公司,大连,1-3年,本科,20K-30K,合资,100-499人
数据挖掘工程师[福州],天目数据(福建)科技有限公司,福州,1-3年,本科,10K-20K,股份制企业,100-499人
数据库管理员,河北赛诺商用通讯服务有限公司,石家庄,3-5年,大专,4K-6K,民营,100-499人
IT软件开发工程师,中粮可口可乐饮料（山东）有限公司,青岛,经验不限,本科,薪资面议,合资,1000-9999人
软件开发工程师（大数据应用）(J10545),中移(苏州)软件技术有限公司,苏州-高新区,3-5年,本科,薪资面议,国企,10000人以上
中高级测试人员,深圳市长亮科技股份有限公司,重庆,3-5年,本科,10K-15K,上市公司,1000-9999人
电脑管理,国信证券股份有限公司,长春,1-3年,本科,2K-4K,国企,1000-9999人
/java1.8,大连创弘科技有限公司,大连,1-3年,大专,6K-8K,民营,100-499人
数据挖掘工程师,南威软件股份有限公司,福州,3-5年,本科,8K-16K,民营,1000-9999人
算法工程师,河北先河环保科技股份有限公司,石家庄,1-3年,硕士,5K-10K,上市公司,500-999人
C/C++工程师,大连斯锐信息技术有限公司,青岛-城阳区,1-3年,本科,8K-10K,股份制企业,1000-9999人
运维工程师,苏州市王森企业管理咨询服务有限公司,苏州-工业园区,3-5年,大专,8K-14K,民营,500-999人
测试工程师 实训生,上海怡科信息科技有限公司,重庆,经验不限,大专,5.5K-8K,民营,500-999人
大数据分析师,长春市智慧城市科技有限公司,长春,3-5年,本科,5K-10K,国企,20-99人
研发工程师（高端网络技术）,艾尔加(大连)电子商务有限公司,大连,1-3年,本科,5K-10K,民营,20-99人
绑定设置师（厦门）,华强方特(厦门)电影有限公司,福州,3-5年,大专,5K-10K,民营,1000-9999人
环境模型工程师,河北先河环保科技股份有限公司,石家庄,1-3年,硕士,6K-11K,上市公司,500-999人
测试工程师（嵌入式）,海尔家电产业集团,青岛-崂山区,3-5年,本科,薪资面议,国企,10000人以上
net高级工程师,苏州市王森企业管理咨询服务有限公司,苏州-工业园区,3-5年,大专,9K-15K,民营,500-999人
急聘自动化测试工程师,成都凡云科技有限公司,重庆,1-3年,大专,4.5K-7.5K,民营,20-99人
数据分析（大数据稽核分析）(002763),中移在线服务有限公司,长春,3-5年,本科,薪资面议,国企,10000人以上
开发（可实习）,大连云端互动科技有限公司,大连,经验不限,大专,4K-6K,民营,20-99人
数据库管理员（DBA）,弘扬软件股份有限公司,福州,3-5年,本科,7K-12K,民营,100-499人
信息安全技术经理,河北神玥软件科技股份有限公司,石家庄,3-5年,本科,15K-25K,其它,100-499人
数据分析,贝壳找房（青岛）	,青岛-市北区（新行政区）,1-3年,本科,4K-8K,民营,1000-9999人
IT技术服务工程师(J10433),中移(苏州)软件技术有限公司,苏州-高新区,3-5年,本科,薪资面议,国企,10000人以上
测试工程师,上海集钢电子商务有限公司,重庆,经验不限,大专,5.5K-8K,民营,100-499人
网络工程师（能接受出差）,北京长天星斗科技有限公司,长春-绿园区,3-5年,大专,5K-10K,股份制企业,20-99人
开发工程师,大连莫比嗨客智能科技有限公司,大连-高新园区,3-5年,本科,8K-12K,民营,20-99人
软件测试,轩亚(福州)信息技术有限公司,福州,1-3年,大专,4K-8K,民营,100-499人
机器学习算法讲师,石家庄市桥西区清美数字媒体职业培训学校,石家庄-桥西区,3-5年,大专,15K-20K,民营,100-499人
软件配置管理工程师（持续集成及开发）,青岛海信电器股份有限公司-多媒体研发部,青岛,3-5年,本科,薪资面议,国企,10000人以上
算法工程师-苏州,云从科技,苏州,1-3年,本科,20K-40K,民营,1000-9999人
大数据开发工程师--开放平台部,中移物联网有限公司,重庆-渝北区,1-3年,本科,8K-12K,其它,10000人以上
Java研发工程师（中级、高级）,北京天盛京享科技有限公司,长春,3-5年,本科,20K-40K,民营,20-99人
初级,中联高科(大连)实业有限公司,大连,经验不限,大专,3K-5K,合资,20-99人
ORACLE中级工程师,上海杰盛立业网络科技有限公司,福州-闽侯县,3-5年,大专,12K-20K,民营,100-499人
测试工程师,张家口幸福金融科技有限公司,石家庄-桥西区,3-5年,本科,6K-10K,国企,1000-9999人
IT Test Automation  Engineer（工作地点为天津）(J21499),捷信消费金融有限公司,青岛,5-10年,本科,10K-15K,外商独资,10000人以上
软件开发工程师（Linux系统开发方向）,中移(苏州)软件技术有限公司,苏州-高新区,3-5年,本科,薪资面议,国企,10000人以上
软件测试工程师,成都凡云科技有限公司,重庆,1-3年,大专,6K-8K,民营,20-99人
算法工程师（双休+五险一金+班车）,长春万易科技有限公司,长春,经验不限,学历不限,10K-15K,民营,100-499人
赴日,大连凌志信息技术有限公司,大连,经验不限,大专,30K-50K,外商独资,100-499人
大数据开发工程师[福州],天目数据(福建)科技有限公司,福州,1-3年,本科,8K-13K,股份制企业,100-499人
数据工程师,河北神玥软件科技股份有限公司,石家庄,1-3年,本科,15K-25K,其它,100-499人
中间键运维工程师,海尔电器集团有限公司,青岛,3-5年,大专,薪资面议,国企,10000人以上
虚拟网络研发工程师(J10392),中移(苏州)软件技术有限公司,苏州-高新区,3-5年,本科,薪资面议,国企,10000人以上
急聘白盒测试工程师,成都凡云科技有限公司,重庆,1-3年,大专,4.5K-6.5K,民营,20-99人
前端开发工程师（中级、高级）,北京天盛京享科技有限公司,长春,3-5年,本科,20K-40K,民营,20-99人
赴日,大连凌志信息技术有限公司,大连,经验不限,大专,30K-50K,外商独资,100-499人
大数据研发工程师,天目数据(福建)科技有限公司,福州,5-10年,本科,10K-20K,股份制企业,100-499人
人工智能讲师,石家庄市桥西区清美数字媒体职业培训学校,石家庄-桥西区,3-5年,本科,15K-20K,民营,100-499人
C++师,青岛青软锐芯电子科技有限公司,青岛,1-3年,本科,10K-15K,民营,不限
软负载均衡开发工程师(J10470),中移(苏州)软件技术有限公司,苏州-高新区,1-3年,本科,薪资面议,国企,10000人以上
数据分析师,北京恒泰实达科技股份有限公司,重庆-渝中区,1-3年,本科,5K-8K,上市公司,1000-9999人
网络工程师（系统集成）,吉林省长天科技开发有限公司,长春,3-5年,本科,8K-10K,股份制企业,100-499人
测试工程师,文思海辉技术有限公司 Pactera Technology International Limited,大连,1-3年,大专,薪资面议,外商独资,10000人以上
Java中级开发工程师,天目数据(福建)科技有限公司,福州,1-3年,本科,10K-15K,股份制企业,100-499人
直营校校长 年薪22万起,石家庄童程童美培训学校有限公司,石家庄,经验不限,本科,10K-15K,上市公司,10000人以上
前端开发工程师,海尔电器集团有限公司,青岛-崂山区,3-5年,本科,薪资面议,国企,10000人以上
SLC CT Engineer Design and Development,Siemens Ltd. China/西门子(中国)有限公司,苏州,无经验,学历不限,薪资面议,外商独资,10000人以上
数据挖掘实习生,成都凡云科技有限公司,重庆,1-3年,大专,4K-6K,民营,20-99人
程序员,长春盈久智能科技有限公司,长春,1-3年,学历不限,6K-8K,民营,20-99人
,鹏博士电信传媒集团股份有限公司,大连,1-3年,本科,8K-10K,上市公司,100-499人
算法工程师-图像处理,新大陆科技集团有限公司,福州,经验不限,硕士,9K-18K,民营,1000-9999人
云计算讲师,石家庄市桥西区清美数字媒体职业培训学校,石家庄-桥西区,3-5年,大专,20K-30K,民营,100-499人
测试工程师（用户体验）,海尔家电产业集团,青岛-崂山区,5-10年,本科,薪资面议,国企,10000人以上
JAVA开发工程师,东华软件股份公司,苏州,5-10年,学历不限,薪资面议,上市公司,1000-9999人
助教,合肥科大讯飞教育发展有限公司,重庆,经验不限,本科,4K-8K,民营,100-499人
自动驾驶图像视觉、激光雷达软件开发,上海仲望企业管理咨询有限公司,长春,3-5年,本科,20K-40K,民营,100-499人
讲师,大连和捷科技有限公司,大连,3-5年,大专,8K-10K,股份制企业,20-99人
地产数据分析专员,福州咸鱼科技有限公司,福州,1-3年,本科,6K-8K,民营,20-99人
数据工程师实习生,张家口幸福金融科技有限公司,石家庄-裕华区,无经验,本科,4K-6K,国企,1000-9999人
大数据开发工程师,海尔电器集团有限公司,青岛,3-5年,本科,薪资面议,国企,10000人以上
IC设计流程开发工程师2019RD01,瑞晟微电子（苏州）有限公司,苏州-工业园区,1-3年,本科,7.5K-15K,外商独资,100-499人
对日软件工程师,株式会社ProfaceSystem,重庆,1-3年,大专,15K-20K,外商独资,20-99人
自动化运维工程师,长春市汇丰达成网络资讯有限责任公司,长春-高新开发区,3-5年,大专,6K-10K,民营,100-499人
程序员,大连和捷科技有限公司,大连,1-3年,大专,8K-10K,股份制企业,20-99人
物流规划发展部-经营分析岗,福州咸鱼科技有限公司,福州,1-3年,本科,6K-8K,民营,20-99人
机器学习算法-讲师,石家庄市桥西区清美数字媒体职业培训学校,石家庄-桥西区,3-5年,大专,15K-20K,民营,100-499人
大数据开发助理,青岛左岸企业营销策划管理有限公司,青岛-城阳区,经验不限,大专,6K-8K,民营,20-99人
网络信息安全工程师程师 五险一金 190220,上海融铜信息科技有限公司,苏州,经验不限,学历不限,6K-8K,民营,100-499人
web前端工程师,重庆软维科技有限公司,重庆-渝北区,1-3年,大专,6K-8K,民营,100-499人
智能交互软件开发（车载语音、车载手势）,上海仲望企业管理咨询有限公司,长春,3-5年,本科,20K-40K,民营,100-499人
急聘,大连摩比维迪视频系统有限公司,大连,1年以下,大专,3K-6K,民营,100-499人
云计算集成工程师-福州,中电福富信息科技有限公司,福州,1-3年,大专,6K-8K,国企,1000-9999人
数据分析师(J10488),北京天融信科技有限公司,石家庄,经验不限,学历不限,8K-10K,民营,1000-9999人
人工智能算法工程师,青岛海信医疗设备有限公司,青岛,1-3年,硕士,薪资面议,国企,20-99人
web后端开发工程师,上海众言网络科技有限公司,苏州-工业园区,3-5年,本科,12K-24K,合资,100-499人
linux运维工程师,北京顺天大有信息科技有限公司,重庆,1-3年,大专,4K-6K,民营,100-499人
运维工程师-长春-04805,博彦科技股份有限公司,长春,3-5年,学历不限,5K-7K,上市公司,10000人以上
初级,大连宏燊软件技术有限公司,大连,经验不限,大专,4K-6K,民营,20-99人
风控主管助理,福州咸鱼科技有限公司,福州,经验不限,本科,10K-15K,民营,20-99人
物联网安全研究员(J10512),北京天融信科技有限公司,石家庄,1-3年,本科,15K-20K,民营,1000-9999人
数据分析专员,海尔集团财务生态圈,青岛,1-3年,本科,薪资面议,其它,10000人以上
测试工程师,上海怡科信息科技有限公司,苏州,经验不限,大专,5.5K-8K,民营,500-999人
急聘编辑电气软件机械土木工程金融论文写手,武汉品梵创意文化发展有限公司,长春,经验不限,学历不限,8K-10K,民营,不限
开发工程师(英语),上海每联每信息技术有限公司大连分公司,大连,1-3年,大专,6K-8K,合资,100-499人
算法工程师（数据挖掘、自然语言处理）,新大陆科技集团有限公司,福州,经验不限,本科,10K-15K,民营,1000-9999人
物联网安全研究员(J10512),北京天融信科技有限公司,石家庄,3-5年,学历不限,15K-20K,民营,1000-9999人
测试工程师 实训生,上海怡科信息科技有限公司,苏州,经验不限,大专,5.5K-8K,民营,500-999人
前端工程师,长春市宇林时代科技开发有限公司,长春,经验不限,本科,4K-6K,民营,20人以下
 开发,Cisco 思科系统（中国）,大连,1-3年,本科,8K-12K,外商独资,1000-9999人
C/C++开发工程师(J10459),新大陆科技集团有限公司,福州,3-5年,本科,10K-20K,民营,1000-9999人
爬虫工程师(J10483),北京天融信科技有限公司,石家庄,1-3年,大专,8K-10K,民营,1000-9999人
少儿编程讲师,杭州小码教育科技有限公司,苏州,经验不限,本科,8K-10K,民营,100-499人
赴日软件工程师,创未科技(大连)有限公司,长春,3-5年,本科,22K-43K,其它,20-99人
c++、,大连小怪兽电子科技有限公司,大连,3-5年,大专,10K-15K,民营,20人以下
区块链技术研究员（sjgx-01）,福州数据技术研究院有限公司,福州,经验不限,博士,25K-30K,国企,100-499人
安全研究员(J10486),北京天融信科技有限公司,石家庄,经验不限,学历不限,8K-10K,民营,1000-9999人
Java开发工程师,长春市把手科技有限公司,长春,经验不限,本科,6K-8K,民营,20-99人
 web 开发工程师,大连华彩信息技术有限公司,大连,1年以下,本科,6K-7K,民营,20-99人
分校校长 年薪22万起 五险一金,石家庄童程童美培训学校有限公司,石家庄,经验不限,本科,10K-15K,上市公司,10000人以上
软件研发—算法工程师,长春嘉诚信息技术股份有限公司,长春,3-5年,大专,6K-12K,上市公司,500-999人
开发工程师,厦门齐诺软件科技有限公司,厦门-湖里区,1-3年,本科,8K-12K,民营,20-99人
开发工程师,车盾科技(大连)有限公司,大连,1-3年,本科,5K-9K,民营,20-99人
急招,江苏宝瑞网络技术有限公司,无锡,经验不限,大专,4K-6K,民营,20-99人
算法工程师,西人马(厦门)科技有限公司,厦门-思明区,1-3年,硕士,15K-25K,民营,100-499人
开发语言,大连嘉凯科技有限公司,大连,3-5年,学历不限,6K-8K,不限,20-99人
软件研发工程师,哈尔滨宇龙自动化有限公司,哈尔滨,3-5年,大专,6K-8K,民营,20-99人
中级,文思海辉技术有限公司 Pactera Technology International Limited,无锡,无经验,学历不限,薪资面议,外商独资,10000人以上
全栈工程师,厦门雅迅网络股份有限公司,厦门-思明区,3-5年,本科,8K-10K,国企,500-999人
/c++软件开发工程师,中电讯通信息技术(北京)有限公司,大连,1-3年,大专,6K-9K,股份制企业,100-499人
JAVA+,中青才智教育投资(北京)有限公司,哈尔滨,经验不限,大专,8K-16K,国企,500-999人
JAVA+,中青才智教育投资(北京)有限公司,合肥,经验不限,大专,8K-16K,国企,500-999人
JAVA+,无锡辰达网络科技有限公司,无锡,1-3年,大专,4K-6K,民营,20-99人
工程师,成都天用唯勤科技股份有限公司厦门分公司,厦门,3-5年,大专,8K-16K,股份制企业,1000-9999人
(D),杭州优灿科技有限公司,大连-甘井子区,经验不限,学历不限,10K-15K,合资,500-999人
（AI人工智能方向）开发实习生,中青才智教育投资(北京)有限公司,哈尔滨,经验不限,大专,8K-16K,国企,500-999人
JAVA+,中青才智教育投资(北京)有限公司,宁波,经验不限,大专,8K-16K,国企,500-999人
（AI人工智能方向）开发实习生,中青才智教育投资(北京)有限公司,合肥,经验不限,大专,8K-16K,国企,500-999人
.net/java/php/,无锡辰达网络科技有限公司,无锡,经验不限,大专,4K-6K,民营,20-99人
开发（实习生）+双休,厦门匹夫有道信息技术有限公司,厦门,经验不限,大专,3K-5K,民营,20-99人
程序员,锐视软件（大连）有限公司,大连,1-3年,本科,6K-8K,外商独资,20-99人
开发试用（可实习可带）,北京欣如信科技有限公司,哈尔滨,经验不限,学历不限,2K-4K,股份制企业,500-999人
硬件在环测试工程师,惠州市德赛西威汽车电子股份有限公司,惠州,1-3年,本科,6K-12K,股份制企业,1000-9999人
",Swift,Java软件工程师 应届毕业生",宁波创母体网络科技有限公司,宁波,经验不限,学历不限,4K-6K,外商独资,20-99人
开发工程师,安徽清达云计算有限公司,合肥,1-3年,大专,6K-9K,民营,100-499人
开发工程师助理,无锡辰达网络科技有限公司,无锡,经验不限,大专,4K-6K,民营,20-99人
开发工程师（安全方向）,网宿科技,厦门-集美区,3-5年,本科,15K-25K,上市公司,1000-9999人
初中级开发工程师,易诚高科(大连)科技有限公司,大连,1-3年,本科,5K-8K,民营,100-499人
实习生,北京欣如信科技有限公司,哈尔滨,经验不限,大专,4K-6K,股份制企业,500-999人
运维开发工程师,惠州市德赛西威汽车电子股份有限公司,惠州,1-3年,硕士,8K-16K,股份制企业,1000-9999人
（AI人工智能方向）开发实习生,中青才智教育投资(北京)有限公司,宁波,经验不限,大专,8K-16K,国企,500-999人
,安徽清达云计算有限公司,合肥,1-3年,大专,6K-9K,民营,100-499人
开发实习+人工智能开发助理,无锡辰达网络科技有限公司,无锡,经验不限,大专,4K-6K,民营,20-99人
开发工程师,超音速(厦门)传媒科技有限公司,厦门,1-3年,大专,8K-10K,民营,20-99人
工程师,大连高新缘梦信息服务有限公司,大连,3-5年,学历不限,9K-11K,不限,不限
java+,北京百知教育科技有限公司,哈尔滨,经验不限,大专,8K-16K,股份制企业,500-999人
DBA工程师,惠州市德赛西威汽车电子股份有限公司,惠州,3-5年,本科,8K-16K,股份制企业,1000-9999人
带薪实习,杭州营拓网络科技有限公司,宁波,经验不限,大专,4K-6K,民营,500-999人
开发工程师,安徽兔八哥信息科技有限公司,合肥-蜀山区,1-3年,大专,8K-10K,民营,20-99人
开发/Python高级程序员+年底双薪,软世通信息科技集团有限公司无锡分公司,无锡,1-3年,大专,4K-6K,股份制企业,500-999人
全栈工程师,硕橙(厦门)科技有限公司,厦门-集美区,3-5年,本科,6K-12K,民营,20-99人
500强外企-,榆林市榆阳区山香文化科技有限公司,大连,经验不限,学历不限,6K-10K,民营,100-499人
（AI人工智能）开发实习生,北京百知教育科技有限公司,哈尔滨,经验不限,大专,8K-16K,股份制企业,500-999人
渗透测试工程师,惠州市德赛西威汽车电子股份有限公司,惠州,3-5年,本科,6K-12K,股份制企业,1000-9999人
开发工程师,宁波畅想软件股份有限公司,宁波,3-5年,学历不限,5K-8K,民营,100-499人
IT培训讲师,中公教育安徽分公司,合肥,经验不限,本科,8K-10K,民营,500-999人
工程师实习生,无锡极客信息技术有限公司,无锡,经验不限,大专,4K-6K,民营,100-499人
工程师,硕橙(厦门)科技有限公司,厦门,1-3年,本科,7K-10K,民营,20-99人
开发,大连创模科技有限公司,大连,1-3年,大专,5K-9K,民营,20-99人
工程师,联通（黑龙江）产业互联网有限公司,哈尔滨,1-3年,大专,4K-6K,国企,100-499人
算法工程师,广东利元亨智能装备股份有限公司,惠州-惠城区,经验不限,本科,15K-20K,民营,1000-9999人
开发工程师,舜宇集团有限公司,宁波,3-5年,本科,薪资面议,上市公司,10000人以上
,安徽胜果信息科技有限公司,合肥-庐阳区,1-3年,大专,6.5K-10K,民营,100-499人
语言,无锡唯才网络科技有限公司,无锡,1-3年,本科,6K-12K,民营,100-499人
,沙县启昂网络科技有限公司,厦门,经验不限,学历不限,8K-10K,民营,20人以下
 java开发,大连市中青职业发展协会,大连,1-3年,本科,8K-10K,其它,20人以下
讲师,北京华育兴业科技有限公司哈尔滨分公司,哈尔滨,1-3年,大专,8K-10K,民营,100-499人
物联网开发工程师,惠州市惠阳区秋长光年照明制品厂,惠州-惠阳区,1-3年,本科,8K-10K,民营,20-99人
