创成式设计算法实习生,安世亚太科技股份有限公司,北京-朝阳区,无工作经验,硕士,3.5-5千/月
运维工程师（互联网/科技）,广州万讯网络科技有限公司,广州-天河区,3-4年经验,本科,0.6-1万/月
软件测试工程师,海能达通信股份有限公司,哈尔滨-松北区,3-4年经验,本科,10-15万/年
生物信息工程师,广州中鑫基因医学科技有限公司,广州-黄埔区,1年经验,本科,0.7-1.4万/月
大数据系统平台实施工程师,中国电子科技集团公司第十研究所,成都-金牛区,无工作经验,硕士,14-30万/年
高级/资深PHP开发工程师,广州汇量信息科技有限公司,广州-天河区,5-7年经验,本科,1.5-3万/月
高级JAVA开发工程师,上海仕聚网络科技有限公司,上海,5-7年经验,本科,1.2-1.8万/月
信息安全讲师主管(职位编号：jiaoyu001),成都国科云漫信息科技有限公司,成都-郫都区,2年经验,本科,0.8-1.2万/月
软件测试工程师,杭州宏杉科技股份有限公司,深圳-南山区,1年经验,本科,10-15万/年
软件测试工程师,聚束科技（北京）有限公司,北京-大兴区,2年经验,本科,0.8-1万/月
"Staff Voice Processing Engineer, Algorithms",楼氏电子（苏州）有限公司,上海-浦东新区,8-9年经验,本科,2.5-3万/月
恩必普药业数据运营专员(J11714),石药集团,石家庄,无工作经验,招若干人,4-6千/月
开发运维工程师,长元（上海）信息科技有限公司,上海-长宁区,无工作经验,本科,1-2.5万/月
软件实施工程师,江苏新日电动车股份有限公司,无锡-锡山区,2年经验,大专,5-8千/月
Application Engineer,索尼半导体科技（上海）有限公司,深圳,无工作经验,招1人,
信息安全-云主机安全工程师-012,北京中油瑞飞信息技术有限责任公司,北京,3-4年经验,本科,1-3万/月
计算机软件工程师(职位编号：2),武汉朗修科技有限公司,武汉-东湖新技术产业开发区,无工作经验,招若干人,0.6-1.5万/月
Automotive Electrical Engineer,科施博格（中国）投资有限公司,上海-闵行区,5-7年经验,本科,30-40万/年
云计算大数据工程师,北京技德系统技术有限公司,北京-朝阳区,无工作经验,本科,1-2万/月
Field Applications Engineer,上海遨问创业投资管理有限公司,上海-杨浦区,5-7年经验,本科,2-2.5万/月
软件测试工程师,贝壳林（成都）信息科技有限公司,成都-高新区,3-4年经验,大专,4-6千/月
Web前端开发工程师,上海孚迅机器人有限公司,上海-徐汇区,1年经验,本科,0.8-1.5万/月
数据挖掘分析专业经理-上海-02975,李宁（中国）体育用品有限公司,上海-黄浦区,5-7年经验,大专,1.2-1.6万/月
运维工程师,上海常笑健康管理咨询有限公司,常州,无工作经验,招若干人,0.8-1万/月
高级系统工程师,浙江华数广电网络股份有限公司,杭州,5-7年经验,本科,1-1.5万/月
运维工程师,深圳市连游网络科技有限公司,深圳-南山区,无工作经验,招3人,1.5-2.5万/月
教师（文化传媒方向）(职位编号：9995),西安欧亚学院,西安,2年经验,硕士,7-12万/年
AI开发工程师,深圳市智慧天下网络科技有限公司,深圳-龙岗区,3-4年经验,大专,1-2万/月
高级测试工程师,深圳新房网络科技有限公司,深圳-南山区,3-4年经验,招1人,1.5-2万/月
阿里云架构运维工程师,广州人仁股信息科技有限公司,广州-白云区,2年经验,大专,4-8千/月
高级网络工程师,上海锐岢网络科技有限公司北京分公司,北京-海淀区,10年以上经验,本科,4-5万/月
数据分析师/实习生招聘,中国人民健康保险股份有限公司深圳分公司,深圳,无工作经验,招1人,200元/天
Java开发工程师,长沙思科电子商务有限公司,长沙-岳麓区,2年经验,本科,0.6-1.2万/月
信息安全工程师,比亚迪精密制造有限公司,深圳-龙岗区,1年经验,大专,0.8-1.2万/月
计算机视觉算法工程师,平安国际融资租赁有限公司,上海,无工作经验,硕士,
0010 无线网优化支撑岗(珠海)(职位编号：20190130-76),中国电信国际公司,珠海,无工作经验,本科,
游戏服务器程序员,广州视加科技有限公司,广州-海珠区,3-4年经验,招1人,1.7-2.5万/月
研发工程师(前端/后端/数据研发）(职位编号：003),长兴慧源有限公司,湖州,1年经验,本科,0.8-1.3万/月
图像识别工程师,江苏英诺华医疗技术有限公司,南京-江宁区,2年经验,本科,0.8-1.5万/月
系统测试工程师（深圳）(职位编号：Galanz000634),广东格兰仕集团有限公司,深圳,3-4年经验,本科,15-25万/年
大数据开发工程师,深圳柯华创想科技有限公司,广州-天河区,2年经验,本科,1-1.5万/月
高级运维工程师,深圳弘广商科技有限公司,深圳-南山区,3-4年经验,大专,1.5-2万/月
安全驻场运维工程师,华青融天（北京）软件股份有限公司深圳分公司,深圳-南山区,2年经验,本科,1.1-1.5万/月
工控软件工程师,AAC Technologies Holdings Inc.,南京-栖霞区,无工作经验,招2人,1.2-2万/月
网站运营专员,北京梦想环球国际形象设计有限公司多微美医疗美容诊所,北京-东城区,1年经验,大专,0.8-1万/月
数据分析师,广东慕信信息科技有限公司,东莞-南城区,无工作经验,招1人,0.5-1万/月
自动化测试工程师,南京欣威视通信息科技股份有限公司,南京-雨花台区,无工作经验,大专,0.5-1万/月
ETL开发工程师,NOME-广州诺米品牌管理有限公司,广州-海珠区,3-4年经验,大专,1.3-1.7万/月
数据运维专员,无锡柠檬科技服务有限公司,无锡-无锡新区,无工作经验,招若干人,3.5-6千/月
Programmer Specialist 程序员(005038)(职位编号：005038),和睦家医疗,北京-朝阳区,3-4年经验,本科,
算法工程师,广州抖零科技有限公司,广州-越秀区,无工作经验,本科,0.8-1万/月
数据开发工程师（知识图谱/搜索系统）,上海东方企业信用征信有限公司,上海,无工作经验,招若干人,2-3万/月
高级算法工程师（机器学习）,上海企创信息科技有限公司,上海-普陀区,2年经验,本科,1.5-2万/月
2621C6-创新风险管理经理（小微/零售）(职位编号：2621C6),平安国际融资租赁有限公司,上海-浦东新区,3-4年经验,本科,20-30万/年
人脸识别产品工程师,广东顺畅科技有限公司,江门,3-4年经验,招1人,1-1.5万/月
软件测试工程师,深圳鹏开信息技术有限公司,深圳-罗湖区,3-4年经验,大专,0.8-1万/月
生物信息工程师,至本医疗科技（上海）有限公司,上海-闵行区,无工作经验,本科,1-2万/月
软件开发（AGV）,博众精工科技股份有限公司,苏州-吴江区,1年经验,大专,6-8千/月
